plot,species,dbh_cm,count,browsed,stripped,broken
233,white pine,NA,2,1,0,0
233,red maple,NA,3,0,0,0
233,black birch,NA,4,0,0,0
233,red oak,NA,3,0,0,0
233,red maple,7.5,1,NA,0,0
233,red maple,10.9,1,NA,0,0
233,red maple,13.6,1,NA,0,0
233,red maple,16.6,1,0,0,0
233,red maple,20.1,1,NA,0,0
233,red oak,2.7,1,0,0,0
233,red oak,2.9,1,0,0,0
233,red oak,2.9,1,0,0,0
233,red oak,3.1,1,0,0,0
233,red oak,3.2,1,0,0,0
233,red oak,3.4,1,0,0,0
233,red oak,3.7,1,0,0,0
233,red oak,37,1,NA,0,0
233,red oak,42,1,NA,0,0
233,white pine,3,1,1,0,0
233,white pine,3,1,0,0,0
233,white pine,3.2,1,0,0,0
233,white pine,3.9,1,0,0,0
233,white pine,4,1,0,0,0
233,white pine,4.4,1,0,0,0
237,witch hazel,NA,3,0,0,0
237,mountain laurel,NA,1,0,0,0
237,witch hazel,NA,1,1,0,0
237,high bush blueberry,NA,3,0,0,0
237,white pine,NA,3,0,0,0
237,red maple,9.9,1,NA,0,0
237,red maple,30.5,1,NA,0,0
237,red maple,30.5,1,NA,0,0
237,red maple,31.8,1,NA,0,0
237,sugar maple,11.9,1,NA,0,0
237,white ash,6.8,1,NA,0,0
237,white pine,4.1,1,0,0,0
237,white pine,4.3,1,0,0,0
237,yellow birch,6.3,1,0,0,0
237,yellow birch,9.6,1,1,0,0
237,yellow birch,12.3,1,NA,0,0
237,yellow birch,12.9,1,NA,0,0
237,yellow birch,17.8,1,NA,0,0
237,yellow birch,49,1,NA,0,0
241,black birch,2.5,1,1,0,0
244,hemlock,NA,2,1,0,0
244,red maple,NA,1,1,0,0
244,hemlock,2.9,1,1,0,0
244,hemlock,3.1,1,1,0,0
244,hemlock,4.7,1,1,0,0
244,hemlock,6.3,1,1,0,0
244,hemlock,7.3,1,1,0,0
244,red maple,2.5,1,1,0,0
244,red maple,2.9,1,1,0,0
244,red maple,8.7,1,0,1,0
244,red maple,9.7,1,NA,1,0
244,red maple,11.3,1,NA,0,0
244,red maple,12,1,NA,0,0
244,red maple,12.2,1,NA,0,0
244,red maple,12.2,1,1,0,0
244,red maple,12.5,1,NA,1,0
244,red maple,13.9,1,NA,0,0
244,red maple,14.9,1,0,0,0
244,red maple,15.3,1,NA,0,0
244,red maple,22.9,1,NA,0,0
244,red oak,18.2,1,NA,0,0
244,red oak,25.3,1,NA,0,0
244,red oak,26.9,1,NA,0,0
244,red oak,34.4,1,NA,0,0
244,white oak,29,1,NA,0,0
244,white oak,36.3,1,NA,0,0
244,white pine,7.2,1,0,0,0
247,white pine,NA,2,0,0,0
247,white pine,NA,1,1,0,0
247,black oak,NA,3,1,0,0
247,black oak,NA,6,0,0,0
247,red oak,NA,2,1,0,0
247,hawthorn,NA,2,0,0,0
247,red oak,NA,2,0,0,0
247,black birch,NA,3,0,0,0
247,red maple,NA,2,1,0,0
247,white oak,NA,3,1,0,0
247,black birch,NA,3,1,0,0
247,high bush blueberry,NA,1,0,0,0
247,black cherry,29.4,1,NA,0,0
247,black oak,2.7,1,0,0,0
247,black oak,4.5,1,0,0,0
247,black oak,25.9,1,NA,0,0
247,red maple,2.9,1,0,0,0
247,red maple,3,1,0,0,0
247,red maple,6.4,1,0,1,0
247,red maple,47.1,1,NA,0,0
247,red oak,3.2,1,0,0,0
247,red oak,5.8,1,1,0,0
247,red oak,7,1,0,0,0
247,white oak,2.6,1,0,0,0
247,white oak,19.2,1,NA,0,0
247,white pine,2.6,1,0,0,0
247,white pine,4.9,1,0,0,0
247,white pine,6.5,1,0,0,0
247,white pine,21.7,1,NA,0,0
247,white pine,25.2,1,NA,0,0
247,white pine,40.2,1,NA,0,0
247,yellow birch,2.5,1,NA,0,0
250,chestnut,NA,1,0,0,0
250,red oak,NA,2,0,0,0
250,witch hazel,NA,2,0,0,0
250,white pine,NA,1,0,0,0
250,hemlock,7.3,1,0,0,0
250,hemlock,8.8,1,0,0,0
250,red maple,2.5,1,0,0,0
250,red maple,3,1,0,0,0
250,red maple,3.2,1,0,0,0
250,red maple,3.3,1,0,0,0
250,red maple,5.2,1,0,0,0
250,red maple,15.7,1,NA,0,0
250,red maple,19.1,1,NA,0,0
250,red maple,20.9,1,NA,0,0
250,red maple,26.4,1,NA,0,0
250,red oak,10.5,1,0,0,0
250,red oak,33.9,1,NA,0,0
250,red oak,36.2,1,NA,0,0
250,red oak,43.8,1,NA,0,0
250,red oak,48.7,1,NA,0,0
250,white ash,12.3,1,NA,0,0
250,white pine,3.2,1,0,0,0
250,white pine,3.9,1,0,0,0
250,white pine,4.8,1,0,0,0
250,white pine,5.3,1,0,0,0
250,white pine,5.6,1,0,0,0
250,white pine,6.7,1,0,0,0
250,white pine,13.3,1,NA,0,0
250,white pine,16.2,1,NA,0,0
250,yellow birch,4,1,0,0,0
250,yellow birch,4.4,1,0,0,0
250,yellow birch,6.5,1,0,0,0
250,yellow birch,7.5,1,0,0,0
256,black birch,18.2,1,1,0,0
256,red maple,38.3,1,1,0,0
256,red maple,41.5,1,1,0,0
256,white ash,8,1,1,0,0
256,white ash,8.1,1,1,0,0
256,white ash,8.3,1,1,0,0
256,white ash,19.7,1,1,0,0
257,white ash,NA,2,0,0,0
257,white pine,NA,4,0,0,0
257,winterberry,NA,1,0,0,0
257,winterberry,NA,1,1,0,0
257,black cherry,NA,1,0,0,0
257,lyonia,NA,1,0,0,0
257,black birch,8.1,1,NA,0,0
257,red maple,33.3,1,0,0,0
257,red maple,44.8,1,NA,0,0
257,red pine,39.8,1,NA,0,0
257,white pine,2.6,1,0,0,0
257,white pine,3,1,1,0,0
257,white pine,3.9,1,0,0,0
258,musclewood,NA,4,0,0,0
258,striped maple,NA,1,1,0,0
258,grape,NA,1,0,0,0
258,blackberry,NA,1,0,0,0
258,black birch,NA,2,0,0,0
258,red maple,NA,2,1,0,0
258,black birch,2.5,1,NA,0,0
258,black birch,3,1,0,0,0
258,black birch,3.2,1,0,0,0
258,black birch,4.1,1,0,0,0
258,musclewood,3.1,1,0,0,0
258,red maple,2.5,1,0,0,0
258,red maple,2.6,1,1,0,0
258,red maple,3.1,1,1,0,0
258,red maple,3.3,1,NA,0,0
258,red maple,3.5,1,1,0,0
258,sugar maple,25.4,1,1,0,0
258,white ash,6.4,1,NA,0,0
258,white ash,7.9,1,NA,0,0
258,white ash,8.9,1,NA,0,0
258,white ash,16.7,1,NA,0,0
258,white ash,17.3,1,NA,0,0
258,white ash,30.8,1,NA,0,0
258,white ash,33,1,NA,0,0
258,white ash,33.4,1,NA,0,0
258,white ash,35.1,1,NA,0,0
258,white ash,44.7,1,NA,0,0
268,hemlock,24.5,1,0,0,0
268,hemlock,34.8,1,0,0,0
268,hemlock,38.8,1,0,0,0
268,hemlock,44.2,1,0,0,0
268,red maple,12.7,1,NA,0,0
268,red maple,15,1,NA,0,0
268,red maple,15.3,1,NA,0,0
268,red maple,15.7,1,NA,0,0
268,red maple,16.3,1,NA,0,0
268,red maple,19.8,1,NA,0,0
268,red oak,23.4,1,NA,0,0
268,red oak,24.5,1,NA,0,0
268,red oak,30.1,1,NA,0,0
268,red oak,55.5,1,NA,0,0
268,white pine,61.8,1,NA,0,0
268,yellow birch,26.1,1,NA,0,0
269,black birch,10.7,1,1,0,0
269,black birch,11.1,1,1,0,0
269,black birch,11.4,1,1,0,0
269,black birch,12,1,1,0,0
269,black birch,14.5,1,1,0,0
269,black birch,14.5,1,1,0,0
269,black birch,14.7,1,1,0,0
269,black birch,18.9,1,1,0,0
269,black birch,22.4,1,1,0,0
269,black birch,23.1,1,1,0,0
269,black birch,25,1,1,0,0
269,black birch,48.3,1,1,0,0
269,hop hornbeam,3.9,1,1,0,0
269,hop hornbeam,10,1,1,0,0
269,red maple,27.3,1,1,0,0
269,red maple,28.6,1,1,0,0
269,red maple,31.7,1,1,0,0
269,red maple,44.7,1,1,0,0
269,sugar maple,10.8,1,1,0,0
269,white pine,18.5,1,1,0,0
272,sugar maple,NA,1,1,0,0
272,hickory,2.7,1,1,0,0
272,hickory,5.8,1,1,0,0
272,hickory,9.2,1,1,0,0
272,hickory,12,1,1,0,0
272,red maple,9.6,1,1,0,0
272,red maple,10.4,1,1,0,0
272,red maple,12.1,1,1,0,0
272,red maple,13.7,1,1,0,0
272,red maple,20.2,1,1,0,0
272,red oak,49.7,1,1,0,0
272,shagbark hickory,17.7,1,1,0,0
272,shagbark hickory,20,1,1,0,0
272,sugar maple,2.8,1,1,0,0
272,sugar maple,2.9,1,1,0,0
272,sugar maple,3.2,1,1,0,0
272,sugar maple,5,1,1,0,0
272,sugar maple,6.6,1,1,0,0
272,sugar maple,6.7,1,1,0,0
276,black birch,NA,8,0,0,0
276,black birch,8.2,1,NA,0,0
276,hemlock,23.8,1,1,0,0
276,hemlock,30.5,1,1,0,0
276,hemlock,73,1,1,0,0
276,red oak,40,1,NA,0,0
276,red oak,45,1,NA,0,0
276,white pine,17.3,1,NA,0,0
293,beech,NA,1,0,0,0
293,beech,2.7,1,1,0,0
293,black birch,7.3,1,0,0,0
293,black birch,13.6,1,NA,0,0
293,black birch,16.3,1,NA,0,0
293,black birch,22.7,1,NA,0,0
293,hemlock,4.8,1,0,0,0
293,hemlock,6.1,1,1,0,0
293,hemlock,6.9,1,1,0,0
293,hemlock,19.4,1,NA,0,0
293,hemlock,19.5,1,NA,0,0
293,hemlock,21.3,1,NA,0,0
293,hemlock,35.7,1,NA,0,0
293,hemlock,46.6,1,NA,0,0
293,red maple,38.1,1,NA,0,0
293,red maple,44.5,1,NA,0,0
293,red maple,59.4,1,NA,0,0
293,red oak,35.1,1,NA,0,0
299,witch hazel,NA,3,1,0,0
299,witch hazel,NA,1,0,0,0
299,mountain laurel,NA,2,NA,0,0
299,hemlock,NA,1,1,0,0
299,black birch,11.6,1,NA,0,0
299,black birch,14.6,1,NA,0,0
299,black birch,19.7,1,NA,0,0
299,black birch,26.4,1,NA,0,0
299,black birch,28.6,1,NA,0,0
299,hemlock,2.6,1,NA,0,0
299,hemlock,2.7,1,0,0,0
299,hemlock,2.9,1,0,0,0
299,hemlock,4,1,1,0,0
299,hemlock,4.1,1,1,0,0
299,hemlock,4.2,1,0,0,0
299,hemlock,5.4,1,0,0,0
299,hemlock,7,1,1,0,0
299,hemlock,7.3,1,0,0,0
299,hemlock,7.9,1,1,0,0
299,hemlock,7.9,1,0,0,0
299,hemlock,9.3,1,0,0,0
299,hemlock,9.9,1,1,0,0
299,hemlock,10.5,1,NA,0,0
299,hemlock,14,1,1,0,0
299,hemlock,14.1,1,0,0,0
299,hemlock,15.5,1,1,0,0
299,hemlock,16.3,1,1,0,0
299,red maple,8,1,NA,1,0
299,red maple,9.6,1,NA,0,0
299,red maple,18.3,1,NA,0,0
299,red maple,24.3,1,NA,0,0
299,red maple,29.9,1,NA,0,0
299,red maple,36.3,1,NA,0,0
299,white ash,19.4,1,NA,0,0
299,white ash,19.8,1,1,0,0
299,yellow birch,5.4,1,0,0,0
299,yellow birch,12.9,1,NA,0,0
299,yellow birch,14,1,NA,0,0
307,beech,3.1,1,1,0,0
307,black cherry,4.3,1,1,0,0
307,black cherry,9,1,1,0,0
307,black cherry,14.7,1,1,0,0
307,black cherry,17.3,1,1,0,0
307,black cherry,17.9,1,1,0,0
307,black cherry,24.9,1,1,0,0
307,hemlock,2.5,1,1,0,0
307,red maple,2.8,1,1,0,0
307,red maple,4.6,1,1,0,0
307,red maple,5,1,1,0,0
307,red maple,6.3,1,1,0,0
307,red maple,9.4,1,1,0,0
307,red maple,12.1,1,1,0,0
307,red maple,12.9,1,1,0,0
307,red maple,19.4,1,1,0,0
307,red maple,20.5,1,1,0,0
307,red maple,25.4,1,1,0,0
307,red maple,36.7,1,1,0,0
307,red oak,3.7,1,1,0,0
307,white pine,7.9,1,1,0,0
307,white pine,35.1,1,1,0,0
307,white pine,48.7,1,1,0,0
307,white pine,60.9,1,1,0,0
307,white pine,65.6,1,1,0,0
307,white pine,70,1,1,0,0
308,black cherry,42.1,1,1,0,0
308,hemlock,2.6,1,1,0,0
308,hemlock,3.3,1,1,0,0
308,hemlock,3.8,1,1,0,0
308,hemlock,4.2,1,1,0,0
308,hemlock,4.6,1,1,0,0
308,hemlock,5,1,1,0,0
308,hemlock,5.4,1,1,0,0
308,hemlock,6.7,1,1,0,0
308,hemlock,7,1,1,0,0
308,hemlock,7,1,1,0,0
308,hemlock,7.1,1,1,0,0
308,hemlock,7.6,1,1,0,0
308,hemlock,9.3,1,1,0,0
308,hemlock,9.4,1,1,0,0
308,hemlock,11.6,1,1,0,0
308,hemlock,12.6,1,1,0,0
308,hemlock,13.6,1,1,0,0
308,hemlock,13.7,1,1,0,0
308,hemlock,14.5,1,1,0,0
308,hemlock,15.4,1,1,0,0
308,hemlock,16,1,1,0,0
308,hemlock,18.2,1,1,0,0
308,hemlock,19.2,1,1,0,0
308,hemlock,19.3,1,1,0,0
308,hemlock,19.8,1,1,0,0
308,hemlock,22.6,1,1,0,0
308,hemlock,26.1,1,1,0,0
308,hemlock,30,1,1,0,0
308,hemlock,33.4,1,1,0,0
308,hemlock,34,1,1,0,0
308,hemlock,37.6,1,1,0,0
308,hemlock,37.8,1,1,0,0
308,hemlock,42.4,1,1,0,0
308,hemlock,46.1,1,1,0,0
308,hemlock,49.8,1,1,0,0
308,white pine,33.3,1,1,0,0
310,beech,NA,3,0,0,0
310,hemlock,5.3,1,0,0,0
310,hemlock,5.7,1,0,0,0
310,hemlock,7.6,1,NA,0,0
310,hemlock,8.6,1,0,0,0
310,hemlock,12.3,1,NA,0,0
310,hemlock,14.3,1,1,0,0
310,hemlock,21.3,1,NA,0,0
310,hemlock,30.5,1,NA,0,0
310,hemlock,38.3,1,NA,0,0
310,hemlock,42.6,1,NA,0,0
310,hemlock,44.6,1,NA,0,0
310,red maple,7.1,1,NA,0,0
310,red maple,38.6,1,NA,0,0
310,red oak,37,1,NA,0,0
311,black cherry,18.6,1,NA,0,0
311,hemlock,4.3,1,0,0,0
311,hemlock,4.4,1,0,0,0
311,hemlock,5.1,1,0,0,0
311,hemlock,6.7,1,0,0,0
311,hemlock,8.7,1,0,0,0
311,hemlock,18.5,1,0,0,0
311,hemlock,20.4,1,0,0,0
311,red maple,8.7,1,0,0,0
311,red maple,9.3,1,NA,0,0
311,red oak,28.3,1,0,0,0
311,red oak,31.7,1,NA,0,0
311,red oak,37.6,1,NA,0,0
311,white oak,25.5,1,NA,0,0
324,hemlock,17.1,1,NA,0,0
324,hemlock,19.7,1,1,0,0
324,hemlock,22.5,1,1,0,0
324,hemlock,26,1,1,0,0
324,hemlock,30.3,1,1,0,0
324,hemlock,34.5,1,1,0,0
324,hemlock,38.6,1,1,0,0
324,red maple,22,1,NA,0,0
324,red maple,30.9,1,NA,0,0
324,red oak,32.8,1,NA,0,0
324,red oak,42.5,1,NA,0,0
324,yellow birch,3,1,NA,0,0
324,yellow birch,4.8,1,0,0,0
324,yellow birch,37.3,1,0,0,0
328,black birch,14.5,1,1,0,0
328,black birch,25.3,1,1,0,0
328,hemlock,2.7,1,1,0,0
328,hemlock,8.8,1,1,0,0
328,hemlock,16.8,1,1,0,0
328,hemlock,19.6,1,1,0,0
328,hemlock,22.6,1,1,0,0
328,red maple,19.4,1,1,0,0
328,red maple,20.2,1,1,0,0
328,red maple,25.4,1,1,0,0
328,red maple,30.3,1,1,0,0
328,red maple,42.8,1,1,0,0
328,red oak,16.6,1,1,0,0
328,red oak,19.7,1,1,0,0
328,red oak,22,1,1,0,0
328,red oak,30.8,1,1,0,0
328,sugar maple,6.6,1,1,0,0
328,sugar maple,11.7,1,1,0,0
328,white birch,9.9,1,1,0,0
328,white birch,20.8,1,1,0,0
328,white oak,24.7,1,1,0,0
328,white pine,4.4,1,1,0,0
328,white pine,7,1,1,0,0
328,white pine,14,1,1,0,0
328,white pine,18.3,1,1,0,0
328,white pine,19.2,1,1,0,0
328,yellow birch,10.3,1,1,0,0
332,white pine,NA,5,0,0,0
332,shadbush,NA,1,0,0,0
332,white pine,NA,1,1,0,0
332,black cherry,13.4,1,NA,0,0
332,red maple,14.3,1,0,0,0
332,red maple,14.8,1,NA,0,0
332,red maple,17.8,1,NA,0,0
332,red maple,18.1,1,NA,0,0
332,red maple,18.9,1,NA,0,0
332,red maple,21.1,1,NA,0,0
332,white oak,10.5,1,0,0,0
332,white oak,11.3,1,NA,0,0
332,white oak,11.7,1,0,0,0
332,white oak,19,1,NA,0,0
332,white pine,2.7,1,0,0,0
332,white pine,3.1,1,0,0,0
332,white pine,3.2,1,0,0,0
332,white pine,3.4,1,0,0,0
332,white pine,3.5,1,0,0,0
332,white pine,3.7,1,0,0,0
332,white pine,3.8,1,0,0,0
332,white pine,4.7,1,0,0,0
332,white pine,5.3,1,0,0,0
332,white pine,6,1,0,0,0
332,white pine,7.3,1,0,0,0
332,white pine,9.3,1,0,0,0
332,white pine,10,1,0,0,0
332,white pine,11.2,1,0,0,0
332,white pine,17.9,1,0,0,0
332,white pine,27.7,1,0,0,0
334,red maple,NA,2,1,0,0
334,high bush blueberry,NA,1,0,0,0
334,high bush blueberry,NA,5,1,0,0
334,mountain laurel,NA,4,0,0,0
334,hemlock,NA,2,1,0,0
334,hemlock,4.5,1,1,0,0
334,hemlock,4.9,1,1,0,0
334,hemlock,5.1,1,1,0,1
334,hemlock,5.2,1,1,0,0
334,hemlock,8,1,1,0,0
334,red maple,4.1,1,0,0,0
334,red maple,5.8,1,0,1,0
334,red maple,7.2,1,NA,1,0
334,red maple,7.2,1,NA,1,0
334,red maple,11.2,1,0,0,0
334,red maple,11.8,1,NA,1,0
334,red maple,12.6,1,NA,1,0
334,red maple,12.7,1,NA,1,0
334,red maple,13.9,1,1,0,0
334,red maple,23.5,1,NA,0,0
334,red oak,12.9,1,NA,0,0
334,red oak,22.6,1,NA,0,0
334,red oak,25.5,1,NA,0,0
334,red oak,27.7,1,NA,0,0
334,red oak,34.1,1,NA,0,0
334,white pine,20.5,1,NA,0,0
334,white pine,29.1,1,NA,0,0
334,white pine,30.2,1,NA,0,0
335,red maple,NA,10,1,0,0
335,red maple,NA,2,0,0,0
335,red oak,NA,2,0,0,0
335,white pine,NA,3,0,0,0
335,high bush blueberry,NA,2,0,0,0
335,chestnut,NA,1,1,0,0
335,red maple,3.6,1,0,0,0
335,red oak,28.2,1,NA,0,0
335,red oak,32.6,1,NA,0,0
335,striped maple,2.7,1,1,0,1
335,striped maple,3.2,1,1,0,1
335,striped maple,3.7,1,1,0,0
335,white oak,19,1,NA,0,0
335,white oak,24.4,1,NA,0,0
335,white oak,25.5,1,NA,0,0
335,white oak,28.3,1,NA,0,0
335,white oak,28.4,1,NA,0,0
335,white pine,2.6,1,0,0,0
335,white pine,3.2,1,0,0,0
335,white pine,4.4,1,0,0,0
335,white pine,4.5,1,0,0,0
335,white pine,4.7,1,0,0,0
335,white pine,6,1,0,0,0
335,white pine,7.3,1,0,0,0
335,white pine,8.2,1,0,0,0
335,white pine,9.3,1,0,0,0
335,white pine,10,1,1,0,0
335,white pine,10.2,1,NA,0,0
335,white pine,10.3,1,NA,0,0
335,white pine,12.7,1,NA,0,0
335,white pine,15.5,1,NA,0,0
335,white pine,17.7,1,NA,0,0
335,white pine,20.6,1,NA,0,0
335,white pine,22.4,1,NA,0,0
335,white pine,23.1,1,NA,0,0
357,high bush blueberry,NA,2,0,0,0
357,yellow birch,NA,1,1,0,0
357,yellow birch,NA,1,0,0,0
357,winterberry,NA,8,0,0,0
357,winterberry,NA,3,1,0,0
357,winterberry,NA,2,NA,0,0
357,arrowwood,NA,5,1,0,0
357,red maple,NA,1,1,0,1
357,red maple,NA,1,0,0,0
357,black birch,9.4,1,NA,0,0
357,black birch,16.1,1,0,0,0
357,black birch,21.8,1,NA,0,0
357,red maple,2.7,1,0,0,0
357,red maple,3,1,0,0,0
357,red maple,3.5,1,1,1,0
357,red maple,3.5,1,0,0,0
357,red maple,12.2,1,NA,0,0
357,red maple,12.8,1,NA,0,0
357,red maple,16,1,NA,0,0
357,red maple,21.2,1,NA,0,0
357,red maple,24,1,NA,0,0
357,red maple,27.2,1,NA,0,0
357,red maple,30.6,1,NA,0,0
357,white pine,18.8,1,NA,0,0
357,yellow birch,2.6,1,0,0,0
357,yellow birch,4.9,1,0,0,0
357,yellow birch,8,1,NA,0,0
357,yellow birch,8.3,1,NA,0,0
357,yellow birch,9.7,1,1,0,0
357,yellow birch,11.5,1,0,0,0
357,yellow birch,15.8,1,0,0,0
357,yellow birch,16,1,NA,0,0
359,hemlock,3.1,1,0,0,0
359,hemlock,4.1,1,0,0,0
359,hemlock,4.4,1,0,0,0
359,hemlock,5.6,1,0,0,0
359,hemlock,6.9,1,0,0,0
359,hemlock,7.3,1,0,0,0
359,hemlock,8,1,NA,0,0
359,hemlock,8.1,1,NA,0,0
359,hemlock,9.2,1,NA,0,0
359,hemlock,9.2,1,NA,0,0
359,hemlock,9.5,1,NA,0,0
359,hemlock,9.6,1,NA,0,0
359,hemlock,9.7,1,NA,0,0
359,hemlock,10.1,1,NA,0,0
359,hemlock,10.2,1,NA,0,0
359,hemlock,11.7,1,NA,0,0
359,hemlock,12.2,1,NA,0,0
359,hemlock,12.5,1,NA,0,0
359,hemlock,13,1,NA,0,0
359,hemlock,14,1,NA,0,0
359,hemlock,14.5,1,NA,0,0
359,hemlock,15.3,1,NA,0,0
359,hemlock,16.3,1,NA,0,0
359,hemlock,17.4,1,NA,0,0
359,hemlock,17.9,1,NA,0,0
359,hemlock,18.5,1,NA,0,0
359,hemlock,19.8,1,NA,0,0
359,hemlock,22.1,1,NA,0,0
359,hemlock,31.6,1,NA,0,0
359,hemlock,37.5,1,NA,0,0
359,red maple,8.9,1,1,1,0
359,red maple,18,1,NA,0,0
359,red spruce,6.8,1,NA,0,0
359,red spruce,20.6,1,NA,0,0
359,red spruce,21.4,1,NA,0,0
359,red spruce,24.1,1,NA,0,0
359,red spruce,26.1,1,NA,0,0
359,red spruce,29.6,1,NA,0,0
359,white pine,38.4,1,NA,0,0
359,white pine,40.6,1,NA,0,0
363,balsam fir,2.5,1,0,0,0
363,winterberry,NA,4,NA,0,0
363,winterberry,NA,9,0,0,0
363,winterberry,NA,9,1,0,0
363,nannyberry,NA,3,1,0,0
363,red maple,NA,1,1,0,0
363,american hazelnut,NA,2,1,0,0
363,red spruce,NA,6,0,0,0
363,balsam fir,NA,1,1,0,0
363,high bush blueberry,NA,1,1,0,0
363,arrowwood,NA,1,1,0,0
363,poison sumac,NA,4,1,0,0
363,lyonia,NA,1,0,0,0
363,mountain holly,NA,1,1,0,0
363,arrowwood,NA,1,NA,0,0
363,balsam fir,3.2,1,1,0,0
363,balsam fir,4.9,1,1,0,0
363,balsam fir,4.9,1,0,0,0
363,balsam fir,5.3,1,1,0,0
363,balsam fir,6.5,1,NA,0,0
363,balsam fir,9.5,1,1,0,0
363,balsam fir,15.2,1,NA,0,0
363,black ash,6.2,1,NA,0,0
363,red maple,6.6,1,NA,0,0
363,red maple,7.9,1,NA,1,0
363,red maple,8.5,1,NA,0,0
363,red maple,9.6,1,NA,0,0
363,red maple,10.1,1,0,1,0
363,red maple,10.4,1,NA,1,0
363,red maple,10.7,1,NA,1,0
363,red maple,14,1,NA,0,0
363,red spruce,2.6,1,0,0,0
363,red spruce,8.7,1,NA,0,0
363,red spruce,12.2,1,NA,0,0
363,red spruce,13.2,1,NA,0,0
363,red spruce,13.8,1,NA,0,0
363,red spruce,14,1,NA,0,0
363,red spruce,14.8,1,NA,0,0
363,red spruce,17,1,NA,0,0
363,red spruce,20.5,1,NA,0,0
363,red spruce,20.5,1,NA,0,0
363,red spruce,22.6,1,NA,0,0
363,red spruce,23.9,1,NA,0,0
363,red spruce,24.4,1,NA,0,0
363,white pine,33,1,NA,0,0
368,red maple,6.6,1,NA,0,0
368,winterberry,NA,17,1,0,0
368,winterberry,NA,5,0,0,0
368,winterberry,NA,4,NA,0,0
368,high bush blueberry,NA,3,NA,0,0
368,high bush blueberry,NA,1,0,0,0
368,high bush blueberry,NA,1,1,0,0
368,lyonia,NA,1,0,0,0
368,red maple,8.5,1,1,0,0
368,red maple,11,1,NA,1,0
368,red maple,12,1,NA,0,0
368,red maple,12.1,1,NA,1,0
368,red maple,12.2,1,NA,0,0
368,red maple,12.5,1,NA,0,0
368,red maple,13.5,1,NA,1,0
368,red maple,13.7,1,NA,0,0
368,red maple,13.8,1,NA,0,0
368,red maple,13.9,1,NA,0,0
368,red maple,14,1,NA,1,0
368,red maple,14.2,1,NA,1,0
368,red maple,14.3,1,NA,0,0
368,gray birch,14.4,1,NA,0,0
368,red maple,14.7,1,NA,0,0
368,red maple,15.6,1,NA,0,0
368,red maple,15.8,1,NA,0,0
368,red maple,16.4,1,NA,0,0
368,red maple,17,1,NA,0,0
368,red maple,17.1,1,NA,0,0
368,red maple,18.1,1,NA,0,0
368,red maple,19.6,1,1,0,0
368,red maple,20.3,1,NA,0,0
368,red maple,20.4,1,NA,0,0
368,red maple,20.5,1,NA,0,0
368,red maple,21.3,1,NA,0,0
368,red maple,21.8,1,NA,0,0
368,red maple,21.9,1,NA,0,0
370,red maple,8.2,1,NA,0,0
370,arrowwood,NA,1,1,0,0
370,arrowwood,NA,3,0,0,0
370,winterberry,NA,1,0,0,0
370,lyonia,NA,2,1,0,0
370,red maple,13.1,1,NA,0,0
370,red maple,15.1,1,0,0,0
370,red maple,16,1,0,0,0
370,red maple,18.2,1,NA,0,0
370,red maple,19.2,1,NA,0,0
370,red maple,20.3,1,NA,0,0
370,red maple,20.4,1,NA,0,0
370,red maple,20.7,1,NA,0,0
370,red maple,21.5,1,NA,0,0
370,red maple,22.4,1,NA,0,0
370,red maple,23.6,1,NA,0,0
370,red maple,24.1,1,NA,0,0
370,red maple,26.8,1,NA,0,0
370,red maple,31.6,1,NA,0,0
370,red maple,33.4,1,NA,0,0
372,swamp dogwood,NA,1,0,0,0
372,arrowwood,NA,3,1,0,0
372,arrowwood,NA,3,0,0,0
372,red oak,NA,1,0,0,0
372,black cherry,NA,1,0,0,0
372,hawthorn,NA,1,0,0,0
372,shadbush,NA,1,0,0,0
372,black cherry,2.9,1,0,0,0
372,black cherry,3.2,1,0,0,0
372,black cherry,5.3,1,0,0,0
372,black cherry,39.2,1,NA,0,0
372,elm,3.6,1,0,0,0
372,elm,4.4,1,0,0,0
372,elm,6.8,1,NA,0,0
372,elm,7,1,NA,0,0
372,elm,7.6,1,0,0,0
372,elm,8.6,1,NA,0,0
372,elm,9.3,1,NA,0,0
372,elm,12.9,1,NA,0,0
372,elm,14.2,1,NA,0,0
372,elm,16.7,1,NA,0,0
372,red maple,3.6,1,0,0,0
372,red maple,33.9,1,NA,0,0
372,red maple,36.5,1,NA,0,0
372,red oak,2.5,1,1,0,1
372,red oak,7.5,1,0,0,0
372,sugar maple,10.1,1,0,0,0
372,white oak,2.9,1,0,0,0
373,red maple,10.3,1,NA,0,0
373,arrowwood,NA,4,0,0,0
373,arrowwood,NA,3,1,0,0
373,arrowwood,NA,1,NA,0,0
373,winterberry,NA,4,0,0,0
373,winterberry,NA,1,1,0,0
373,european buckthorn,NA,6,0,0,0
373,high bush blueberry,NA,1,0,0,0
373,red maple,16.5,1,NA,0,0
373,red maple,17.4,1,NA,0,0
373,red maple,18.2,1,NA,0,0
373,red maple,19,1,NA,0,0
373,red maple,21.1,1,NA,0,0
373,black cherry,28.9,1,NA,0,0
373,red maple,32.1,1,NA,0,0
373,red maple,32.2,1,NA,0,0
373,black cherry,32.8,1,NA,0,0
373,black cherry,36.8,1,NA,0,0
373,black cherry,41.5,1,NA,0,0
379,winterberry,NA,3,0,0,0
379,european buckthorn,NA,1,0,0,0
